activity subject variable mean std
4  1 BodyBodyGyroMag     -9.584356e-01 -0.9321983749
4  1 BodyGyro.X          -4.535006e-02 -0.9772112832
4  1 BodyGyro.X.1        -9.761615e-01 -0.9779042270
4  1 BodyGyro.Y          -9.192415e-02 -0.9664738953
4  1 BodyGyro.Y.1        -9.758386e-01 -0.9623450426
4  1 BodyGyro.Z           6.293138e-02 -0.9414259209
4  1 BodyGyro.Z.1        -9.513155e-01 -0.9439178411
4  1 BodyGyroJerk.X      -9.367938e-02 -0.9917315921
4  1 BodyGyroJerk.Y      -4.021181e-02 -0.9895180685
4  1 BodyGyroJerk.Z      -4.670263e-02 -0.9879358064
4  1 BodyGyroJerkMag     -9.919763e-01 -0.9883087285
4  1 BodyGyroMag         -9.308925e-01 -0.9345318404
4  1 GravityAcc.X         8.315099e-01 -0.9684571457
4  1 GravityAcc.Y         2.044116e-01 -0.9355170560
4  1 GravityAcc.Z         3.320437e-01 -0.9490409332
4  1 GravityAccMag       -9.485368e-01 -0.9270784187
4  2 BodyAcc.X            2.770874e-01 -0.9868222796
4  2 BodyAcc.X.1         -9.858038e-01 -0.9873620900
4  2 BodyAcc.Y           -1.568799e-02 -0.9507044991
4  2 BodyAcc.Y.1         -9.573435e-01 -0.9500737541
4  2 BodyAcc.Z           -1.092183e-01 -0.9598281717
4  2 BodyAcc.Z.1         -9.701622e-01 -0.9568628641
4  2 BodyAccJerk.X        7.225644e-02 -0.9880558541
4  2 BodyAccJerk.X.1     -9.878488e-01 -0.9894591074
4  2 BodyAccJerk.Y        1.169545e-02 -0.9779839554
4  2 BodyAccJerk.Y.1     -9.771397e-01 -0.9808042285
4  2 BodyAccJerk.Z        7.605469e-03 -0.9875182117
4  2 BodyAccJerk.Z.1     -9.851291e-01 -0.9885708041
4  2 BodyAccJerkMag      -9.867747e-01 -0.9844758680
4  2 BodyAccMag          -9.678936e-01 -0.9530814441
4  2 BodyAccMag.1        -9.612737e-01 -0.9555756022
4  2 BodyBodyAccJerkMag  -9.838747e-01 -0.9841241859
4  2 BodyBodyGyroJerkMag -9.898620e-01 -0.9896329089
4  2 BodyBodyGyroMag     -9.718406e-01 -0.9613857452
4  2 BodyGyro.X          -4.547066e-02 -0.9857420278
4  2 BodyGyro.X.1        -9.826214e-01 -0.9868085015
4  2 BodyGyro.Y          -5.992868e-02 -0.9789195270
4  2 BodyGyro.Y.1        -9.821009e-01 -0.9773561887
4  2 BodyGyro.Z           4.122775e-02 -0.9598037087
4  2 BodyGyro.Z.1        -9.598148e-01 -0.9635226598
4  2 BodyGyroJerk.X      -9.363284e-02 -0.9897090230
4  2 BodyGyroJerk.Y      -4.156020e-02 -0.9908896148
4  2 BodyGyroJerk.Z      -4.358510e-02 -0.9855423257
4  2 BodyGyroJerkMag     -9.910815e-01 -0.9895949196
4  2 BodyGyroMag         -9.460351e-01 -0.9613136241
4  2 GravityAcc.X         9.404773e-01 -0.9799887609
4  2 GravityAcc.Y        -1.056300e-01 -0.9567502730
4  2 GravityAcc.Z         1.987268e-01 -0.9544158730
4  2 GravityAccMag       -9.678936e-01 -0.9530814441
4  3 BodyAcc.X            2.571976e-01 -0.9710101210
4  3 BodyAcc.X.1         -9.701544e-01 -0.9716058785
4  3 BodyAcc.Y           -3.502998e-03 -0.8566178121
4  3 BodyAcc.Y.1         -8.919078e-01 -0.8496556575
4  3 BodyAcc.Z           -9.835792e-02 -0.8751101754
4  3 BodyAcc.Z.1         -9.179879e-01 -0.8643224640
4  3 BodyAccJerk.X        7.260984e-02 -0.9744673904
4  3 BodyAccJerk.X.1     -9.749504e-01 -0.9762835348
4  3 BodyAccJerk.Y        2.725291e-03 -0.9536313910
4  3 BodyAccJerk.Y.1     -9.541702e-01 -0.9564617567
4  3 BodyAccJerk.Z       -4.233484e-03 -0.9746615660
4  3 BodyAccJerk.Z.1     -9.708457e-01 -0.9771595725
4  3 BodyAccJerkMag      -9.690808e-01 -0.9665500842
4  3 BodyAccMag          -8.953834e-01 -0.8703017000
4  3 BodyAccMag.1        -9.041857e-01 -0.8746265921
4  3 BodyBodyAccJerkMag  -9.658889e-01 -0.9665688529
4  3 BodyBodyGyroJerkMag -9.778981e-01 -0.9766898027
4  3 BodyBodyGyroMag     -9.466649e-01 -0.9254496290
4  3 BodyGyro.X          -3.853652e-02 -0.9654347685
4  3 BodyGyro.X.1        -9.575506e-01 -0.9680130629
4  3 BodyGyro.Y          -7.524100e-02 -0.9448545713
4  3 BodyGyro.Y.1        -9.561736e-01 -0.9396099885
4  3 BodyGyro.Z           9.401140e-02 -0.9264137104
4  3 BodyGyro.Z.1        -9.349680e-01 -0.9306331508
4  3 BodyGyroJerk.X      -1.036059e-01 -0.9725469060
4  3 BodyGyroJerk.Y      -3.609099e-02 -0.9786359087
4  3 BodyGyroJerk.Z      -5.900800e-02 -0.9737516706
4  3 BodyGyroJerkMag     -9.779981e-01 -0.9767726760
4  3 BodyGyroMag         -9.193544e-01 -0.9255181038
4  3 GravityAcc.X         9.010990e-01 -0.9573244579
4  3 GravityAcc.Y         1.273034e-01 -0.9039230083
4  3 GravityAcc.Z         1.390206e-01 -0.8977363183
4  3 GravityAccMag       -8.953834e-01 -0.8703017000
4  4 BodyAcc.X            2.715383e-01 -0.9803099310
4  4 BodyAcc.X.1         -9.774625e-01 -0.9819081892
4  4 BodyAcc.Y           -7.163065e-03 -0.8902239811
4  4 BodyAcc.Y.1         -9.057829e-01 -0.8894673494
4  4 BodyAcc.Z           -1.058746e-01 -0.9322030066
4  4 BodyAcc.Z.1         -9.517837e-01 -0.9269993168
4  4 BodyAccJerk.X        7.845002e-02 -0.9767421962
4  4 BodyAccJerk.X.1     -9.768457e-01 -0.9787769122
4  4 BodyAccJerk.Y       -1.085822e-02 -0.9445961056
4  4 BodyAccJerk.Y.1     -9.442984e-01 -0.9492931580
4  4 BodyAccJerk.Z       -1.215000e-02 -0.9790387658
4  4 BodyAccJerk.Z.1     -9.751549e-01 -0.9816994482
4  4 BodyAccJerkMag      -9.701323e-01 -0.9625491104
4  4 BodyAccMag          -9.356948e-01 -0.9144078448
4  4 BodyAccMag.1        -9.290021e-01 -0.9198157096
4  4 BodyBodyAccJerkMag  -9.625007e-01 -0.9615845194
4  4 BodyBodyGyroJerkMag -9.765478e-01 -0.9762617538
4  4 BodyBodyGyroMag     -9.487698e-01 -0.9288505544
4  4 BodyGyro.X          -4.944351e-02 -0.9701317904
4  4 BodyGyro.X.1        -9.605896e-01 -0.9733331070
4  4 BodyGyro.Y          -8.943006e-02 -0.9584681204
4  4 BodyGyro.Y.1        -9.675836e-01 -0.9541204190
4  4 BodyGyro.Z           1.011503e-01 -0.9279722294
4  4 BodyGyro.Z.1        -9.337769e-01 -0.9328683544
4  4 BodyGyroJerk.X      -9.694948e-02 -0.9698997312
4  4 BodyGyroJerk.Y      -4.184839e-02 -0.9844413580
4  4 BodyGyroJerk.Z      -4.899644e-02 -0.9688048316
4  4 BodyGyroJerkMag     -9.804905e-01 -0.9758066902
4  4 BodyGyroMag         -9.260633e-01 -0.9288982930
4  4 GravityAcc.X         8.693030e-01 -0.9814052948
4  4 GravityAcc.Y         2.116225e-01 -0.9327271039
4  4 GravityAcc.Z         1.101205e-01 -0.9509492546
4  4 GravityAccMag       -9.356948e-01 -0.9144078448
4  5 BodyAcc.X            2.736941e-01 -0.9809450220
4  5 BodyAcc.X.1         -9.774508e-01 -0.9825908425
4  5 BodyAcc.Y           -9.900835e-03 -0.9043351210
4  5 BodyAcc.Y.1         -9.214347e-01 -0.9022915301
4  5 BodyAcc.Z           -1.085403e-01 -0.9260947402
4  5 BodyAcc.Z.1         -9.460642e-01 -0.9218435100
4  5 BodyAccJerk.X        7.495774e-02 -0.9752048502
4  5 BodyAccJerk.X.1     -9.760250e-01 -0.9765305473
4  5 BodyAccJerk.Y       -2.787733e-03 -0.9527862611
4  5 BodyAccJerk.Y.1     -9.542375e-01 -0.9544644420
4  5 BodyAccJerk.Z        3.386096e-03 -0.9734365295
4  5 BodyAccJerk.Z.1     -9.695013e-01 -0.9760223300
4  5 BodyAccJerkMag      -9.693202e-01 -0.9657577316
4  5 BodyAccMag          -9.379783e-01 -0.9209390277
4  5 BodyAccMag.1        -9.362906e-01 -0.9256692911
4  5 BodyBodyAccJerkMag  -9.644403e-01 -0.9665453234
4  5 BodyBodyGyroJerkMag -9.715984e-01 -0.9706754034
4  5 BodyBodyGyroMag     -9.447603e-01 -0.9347468655
4  5 BodyGyro.X          -4.223552e-02 -0.9662254850
4  5 BodyGyro.X.1        -9.571173e-01 -0.9693903693
4  5 BodyGyro.Y          -8.354841e-02 -0.9500640682
4  5 BodyGyro.Y.1        -9.554604e-01 -0.9475714716
4  5 BodyGyro.Z           8.239345e-02 -0.9406379370
4  5 BodyGyro.Z.1        -9.380034e-01 -0.9473464766
4  5 BodyGyroJerk.X      -8.897477e-02 -0.9660370120
4  5 BodyGyroJerk.Y      -4.547030e-02 -0.9754339114
4  5 BodyGyroJerk.Z      -4.877147e-02 -0.9648785127
4  5 BodyGyroJerkMag     -9.738483e-01 -0.9703926105
4  5 BodyGyroMag         -9.343016e-01 -0.9314148105
4  5 GravityAcc.X         8.807314e-01 -0.9831375416
4  5 GravityAcc.Y         1.684455e-01 -0.9399429798
4  5 GravityAcc.Z         1.430069e-01 -0.9450089995
4  5 GravityAccMag       -9.379783e-01 -0.9209390277
4  6 BodyAcc.X            2.767785e-01 -0.9801649336
4  6 BodyAcc.X.1         -9.753515e-01 -0.9824512847
4  6 BodyAcc.Y           -1.459116e-02 -0.9236821311
4  6 BodyAcc.Y.1         -9.282644e-01 -0.9256769560
4  6 BodyAcc.Z           -1.101277e-01 -0.9257970971
4  6 BodyAcc.Z.1         -9.357981e-01 -0.9257684756
4  6 BodyAccJerk.X        7.547216e-02 -0.9699294764
4  6 BodyAccJerk.X.1     -9.710375e-01 -0.9714887675
4  6 BodyAccJerk.Y        2.556498e-06 -0.9451436862
4  6 BodyAccJerk.Y.1     -9.470708e-01 -0.9468800420
4  6 BodyAccJerk.Z        6.237278e-03 -0.9585729525
4  6 BodyAccJerk.Z.1     -9.541998e-01 -0.9616365551
4  6 BodyAccJerkMag      -9.627335e-01 -0.9481818278
4  6 BodyAccMag          -9.495435e-01 -0.9315726556
4  6 BodyAccMag.1        -9.357504e-01 -0.9395472029
4  6 BodyBodyAccJerkMag  -9.483487e-01 -0.9473047004
4  6 BodyBodyGyroJerkMag -9.520346e-01 -0.9511966935
4  6 BodyBodyGyroMag     -9.297257e-01 -0.9295491416
4  6 BodyGyro.X          -3.724423e-02 -0.9573676818
4  6 BodyGyro.X.1        -9.396714e-01 -0.9634070465
4  6 BodyGyro.Y          -8.990833e-02 -0.9441300447
4  6 BodyGyro.Y.1        -9.438574e-01 -0.9449014704
4  6 BodyGyro.Z           8.543460e-02 -0.9396813509
4  6 BodyGyro.Z.1        -9.347649e-01 -0.9473267978
4  6 BodyGyroJerk.X      -9.366935e-02 -0.9437148047
4  6 BodyGyroJerk.Y      -3.339867e-02 -0.9617807264
4  6 BodyGyroJerk.Z      -4.655043e-02 -0.9587876713
4  6 BodyGyroJerkMag     -9.629292e-01 -0.9501505718
4  6 BodyGyroMag         -9.327038e-01 -0.9212594727
4  6 GravityAcc.X         9.336929e-01 -0.9888723693
4  6 GravityAcc.Y         6.826287e-02 -0.9608759947
4  6 GravityAcc.Z         6.952197e-02 -0.9554758324
4  6 GravityAccMag       -9.495435e-01 -0.9315726556
4  7 BodyAcc.X            2.846746e-01 -0.9726683746
4  7 BodyAcc.X.1         -9.726971e-01 -0.9728799660
4  7 BodyAcc.Y           -1.461098e-02 -0.9094546985
4  7 BodyAcc.Y.1         -9.314906e-01 -0.9046291958
4  7 BodyAcc.Z           -1.224646e-01 -0.8565329414
4  7 BodyAcc.Z.1         -9.046753e-01 -0.8440830529
4  7 BodyAccJerk.X        6.685198e-02 -0.9821580981
4  7 BodyAccJerk.X.1     -9.820372e-01 -0.9840263444
4  7 BodyAccJerk.Y        1.168634e-02 -0.9694586765
4  7 BodyAccJerk.Y.1     -9.694236e-01 -0.9718149802
4  7 BodyAccJerk.Z        1.620041e-02 -0.9722564727
4  7 BodyAccJerk.Z.1     -9.685035e-01 -0.9746991944
4  7 BodyAccJerkMag      -9.765597e-01 -0.9702432742
4  7 BodyAccMag          -9.184321e-01 -0.8819576198
4  7 BodyAccMag.1        -9.089568e-01 -0.8869156382
4  7 BodyBodyAccJerkMag  -9.709542e-01 -0.9684948675
4  7 BodyBodyGyroJerkMag -9.786350e-01 -0.9749659388
4  7 BodyBodyGyroMag     -9.330820e-01 -0.8958049781
4  7 BodyGyro.X          -4.963797e-02 -0.9418709533
4  7 BodyGyro.X.1        -9.436318e-01 -0.9427264225
4  7 BodyGyro.Y          -3.361196e-02 -0.9441243365
4  7 BodyGyro.Y.1        -9.566781e-01 -0.9382447200
4  7 BodyGyro.Z           2.594767e-02 -0.9370212085
4  7 BodyGyro.Z.1        -9.474199e-01 -0.9398260181
4  7 BodyGyroJerk.X      -9.381556e-02 -0.9743690456
4  7 BodyGyroJerk.Y      -3.964449e-02 -0.9810246806
4  7 BodyGyroJerk.Z      -4.545663e-02 -0.9809546654
4  7 BodyGyroJerkMag     -9.816651e-01 -0.9762144302
4  7 BodyGyroMag         -8.978705e-01 -0.8980633144
4  7 GravityAcc.X         9.691478e-01 -0.9570824333
4  7 GravityAcc.Y         6.088466e-03 -0.9454362646
4  7 GravityAcc.Z         6.496363e-02 -0.8686025354
4  7 GravityAccMag       -9.184321e-01 -0.8819576198
4  8 BodyAcc.X            2.674915e-01 -0.9790261524
4  8 BodyAcc.X.1         -9.811429e-01 -0.9782567307
4  8 BodyAcc.Y           -6.725506e-03 -0.9273319970
4  8 BodyAcc.Y.1         -9.442197e-01 -0.9238299693
4  8 BodyAcc.Z           -1.044610e-01 -0.9395530302
4  8 BodyAcc.Z.1         -9.594363e-01 -0.9338898465
4  8 BodyAccJerk.X        7.867138e-02 -0.9851887537
4  8 BodyAccJerk.X.1     -9.849773e-01 -0.9869136107
4  8 BodyAccJerk.Y       -6.575163e-03 -0.9807846061
4  8 BodyAccJerk.Y.1     -9.802211e-01 -0.9830387835
4  8 BodyAccJerk.Z       -1.068089e-02 -0.9852858072
4  8 BodyAccJerk.Z.1     -9.829953e-01 -0.9861853493
4  8 BodyAccJerkMag      -9.860615e-01 -0.9806673774
4  8 BodyAccMag          -9.521397e-01 -0.9299436156
4  8 BodyAccMag.1        -9.479818e-01 -0.9317212400
4  8 BodyBodyAccJerkMag  -9.809323e-01 -0.9793202117
4  8 BodyBodyGyroJerkMag -9.877306e-01 -0.9861472626
4  8 BodyBodyGyroMag     -9.658068e-01 -0.9532511565
4  8 BodyGyro.X          -5.473970e-02 -0.9845240528
4  8 BodyGyro.X.1        -9.822003e-01 -0.9853393015
4  8 BodyGyro.Y          -9.550892e-02 -0.9715006967
4  8 BodyGyro.Y.1        -9.765899e-01 -0.9689244333
4  8 BodyGyro.Z           7.160488e-02 -0.9596235485
4  8 BodyGyro.Z.1        -9.617987e-01 -0.9626322539
4  8 BodyGyroJerk.X      -9.231503e-02 -0.9932646474
4  8 BodyGyroJerk.Y      -4.026738e-02 -0.9888762767
4  8 BodyGyroJerk.Z      -4.457322e-02 -0.9852414054
4  8 BodyGyroJerkMag     -9.918074e-01 -0.9867566709
4  8 BodyGyroMag         -9.326822e-01 -0.9530016322
4  8 GravityAcc.X         8.324539e-01 -0.9667579672
4  8 GravityAcc.Y         2.400951e-01 -0.9374623014
4  8 GravityAcc.Z         2.638952e-01 -0.9354753315
4  8 GravityAccMag       -9.521397e-01 -0.9299436156
4  9 BodyAcc.X            2.483267e-01 -0.9572277914
4  9 BodyAcc.X.1         -9.594136e-01 -0.9569034590
4  9 BodyAcc.Y           -2.701678e-02 -0.8751414050
4  9 BodyAcc.Y.1         -9.116832e-01 -0.8676136075
4  9 BodyAcc.Z           -7.537847e-02 -0.8320018727
4  9 BodyAcc.Z.1         -8.922013e-01 -0.8180018348
4  9 BodyAccJerk.X        7.700501e-02 -0.9645358564
4  9 BodyAccJerk.X.1     -9.655962e-01 -0.9666604036
4  9 BodyAccJerk.Y        9.817397e-03 -0.9567775448
4  9 BodyAccJerk.Y.1     -9.580074e-01 -0.9585229866
4  9 BodyAccJerk.Z       -8.674673e-03 -0.9618894376
4  9 BodyAccJerk.Z.1     -9.575270e-01 -0.9649413418
4  9 BodyAccJerkMag      -9.643838e-01 -0.9517802432
4  9 BodyAccMag          -8.933617e-01 -0.8637564342
4  9 BodyAccMag.1        -8.977182e-01 -0.8691725114
4  9 BodyBodyAccJerkMag  -9.530504e-01 -0.9493949814
4  9 BodyBodyGyroJerkMag -9.683156e-01 -0.9659970148
4  9 BodyBodyGyroMag     -9.344377e-01 -0.9064712292
4  9 BodyGyro.X          -4.232888e-02 -0.9590200492
4  9 BodyGyro.X.1        -9.503152e-01 -0.9618360162
4  9 BodyGyro.Y          -4.142712e-02 -0.9191882264
4  9 BodyGyro.Y.1        -9.396930e-01 -0.9105833610
4  9 BodyGyro.Z           8.079193e-02 -0.9301768338
4  9 BodyGyro.Z.1        -9.403123e-01 -0.9341874784
4  9 BodyGyroJerk.X      -9.307081e-02 -0.9645323452
4  9 BodyGyroJerk.Y      -4.666344e-02 -0.9719274472
4  9 BodyGyroJerk.Z      -5.284149e-02 -0.9687388914
4  9 BodyGyroJerkMag     -9.733641e-01 -0.9663610734
4  9 BodyGyroMag         -9.032355e-01 -0.9066063206
4  9 GravityAcc.X         9.163245e-01 -0.9552804062
4  9 GravityAcc.Y        -4.142582e-02 -0.9464519700
4  9 GravityAcc.Z         8.526310e-02 -0.8858541124
4  9 GravityAccMag       -8.933617e-01 -0.8637564342
4 10 BodyAcc.X            2.706121e-01 -0.9829018259
4 10 BodyAcc.X.1         -9.849431e-01 -0.9822424278
4 10 BodyAcc.Y           -1.504268e-02 -0.9179795300
4 10 BodyAcc.Y.1         -9.404502e-01 -0.9128380630
4 10 BodyAcc.Z           -1.042532e-01 -0.9678269817
4 10 BodyAcc.Z.1         -9.746447e-01 -0.9661210426
4 10 BodyAccJerk.X        7.753725e-02 -0.9889464141
4 10 BodyAccJerk.X.1     -9.893650e-01 -0.9895509174
4 10 BodyAccJerk.Y        8.978755e-03 -0.9807567898
4 10 BodyAccJerk.Y.1     -9.809629e-01 -0.9820455911
4 10 BodyAccJerk.Z       -4.995664e-03 -0.9882558037
4 10 BodyAccJerk.Z.1     -9.860568e-01 -0.9891108600
4 10 BodyAccJerkMag      -9.880542e-01 -0.9852098563
4 10 BodyAccMag          -9.607572e-01 -0.9396695915
4 10 BodyAccMag.1        -9.552810e-01 -0.9415119528
4 10 BodyBodyAccJerkMag  -9.859008e-01 -0.9832667415
4 10 BodyBodyGyroJerkMag -9.921915e-01 -0.9914091009
4 10 BodyBodyGyroMag     -9.744597e-01 -0.9624599561
4 10 BodyGyro.X          -4.324322e-02 -0.9888730972
4 10 BodyGyro.X.1        -9.864774e-01 -0.9897123607
4 10 BodyGyro.Y          -6.799936e-02 -0.9843733048
4 10 BodyGyro.Y.1        -9.861792e-01 -0.9835796467
4 10 BodyGyro.Z           7.459589e-02 -0.9604459620
4 10 BodyGyro.Z.1        -9.653955e-01 -0.9624185598
4 10 BodyGyroJerk.X      -9.315550e-02 -0.9923266572
4 10 BodyGyroJerk.Y      -4.112165e-02 -0.9925844948
4 10 BodyGyroJerk.Z      -4.894119e-02 -0.9902598131
4 10 BodyGyroJerkMag     -9.937075e-01 -0.9916961965
4 10 BodyGyroMag         -9.442020e-01 -0.9630645776
4 10 GravityAcc.X         7.918872e-01 -0.9731283541
4 10 GravityAcc.Y        -4.126077e-02 -0.9356900065
4 10 GravityAcc.Z         2.025346e-01 -0.9668985206
4 10 GravityAccMag       -9.607572e-01 -0.9396695915
4 11 BodyAcc.X            2.765902e-01 -0.9827965621
4 11 BodyAcc.X.1         -9.814815e-01 -0.9833898102
4 11 BodyAcc.Y           -1.491956e-02 -0.9214021181
4 11 BodyAcc.Y.1         -9.345032e-01 -0.9200471617
4 11 BodyAcc.Z           -1.128402e-01 -0.9683701819
4 11 BodyAcc.Z.1         -9.728551e-01 -0.9678843909
4 11 BodyAccJerk.X        7.617773e-02 -0.9803351636
4 11 BodyAccJerk.X.1     -9.808318e-01 -0.9816079421
4 11 BodyAccJerk.Y       -2.138386e-04 -0.9667666434
4 11 BodyAccJerk.Y.1     -9.674546e-01 -0.9684214757
4 11 BodyAccJerk.Z        8.334008e-03 -0.9834416096
4 11 BodyAccJerk.Z.1     -9.811249e-01 -0.9843496068
4 11 BodyAccJerkMag      -9.793556e-01 -0.9745117268
4 11 BodyAccMag          -9.619708e-01 -0.9445818264
4 11 BodyAccMag.1        -9.530660e-01 -0.9485219860
4 11 BodyBodyAccJerkMag  -9.753153e-01 -0.9722891342
4 11 BodyBodyGyroJerkMag -9.872560e-01 -0.9856072292
4 11 BodyBodyGyroMag     -9.698000e-01 -0.9607112419
4 11 BodyGyro.X          -3.999849e-02 -0.9881649115
4 11 BodyGyro.X.1        -9.851069e-01 -0.9891895126
4 11 BodyGyro.Y          -7.552845e-02 -0.9822490402
4 11 BodyGyro.Y.1        -9.826366e-01 -0.9821379191
4 11 BodyGyro.Z           7.617394e-02 -0.9528443125
4 11 BodyGyro.Z.1        -9.544538e-01 -0.9568027668
4 11 BodyGyroJerk.X      -9.484235e-02 -0.9905015183
4 11 BodyGyroJerk.Y      -3.928130e-02 -0.9885548202
4 11 BodyGyroJerk.Z      -5.053955e-02 -0.9810160447
4 11 BodyGyroJerkMag     -9.895190e-01 -0.9862566647
4 11 BodyGyroMag         -9.518845e-01 -0.9599644883
4 11 GravityAcc.X         8.719638e-01 -0.9880693411
4 11 GravityAcc.Y         2.137163e-01 -0.9497925721
4 11 GravityAcc.Z         1.885317e-01 -0.9716616108
4 11 GravityAccMag       -9.619708e-01 -0.9445818264
4 12 BodyAcc.X            2.750072e-01 -0.9825687820
4 12 BodyAcc.X.1         -9.796661e-01 -0.9839994775
4 12 BodyAcc.Y           -1.578930e-02 -0.9285812400
4 12 BodyAcc.Y.1         -9.427680e-01 -0.9260339757
4 12 BodyAcc.Z           -1.063072e-01 -0.9396618890
4 12 BodyAcc.Z.1         -9.546266e-01 -0.9359169582
4 12 BodyAccJerk.X        7.712777e-02 -0.9764942008
4 12 BodyAccJerk.X.1     -9.771099e-01 -0.9779803490
4 12 BodyAccJerk.Y        1.059905e-02 -0.9640474616
4 12 BodyAccJerk.Y.1     -9.642362e-01 -0.9665389196
4 12 BodyAccJerk.Z       -2.045760e-03 -0.9791134663
4 12 BodyAccJerk.Z.1     -9.755516e-01 -0.9814088718
4 12 BodyAccJerkMag      -9.747345e-01 -0.9727458927
4 12 BodyAccMag          -9.521766e-01 -0.9475171002
4 12 BodyAccMag.1        -9.559443e-01 -0.9506471888
4 12 BodyBodyAccJerkMag  -9.717153e-01 -0.9729514433
4 12 BodyBodyGyroJerkMag -9.784845e-01 -0.9792563871
4 12 BodyBodyGyroMag     -9.585119e-01 -0.9484609788
4 12 BodyGyro.X          -4.241592e-02 -0.9744253520
4 12 BodyGyro.X.1        -9.685290e-01 -0.9763399014
4 12 BodyGyro.Y          -7.519804e-02 -0.9604971276
4 12 BodyGyro.Y.1        -9.637252e-01 -0.9590406957
4 12 BodyGyro.Z           7.284622e-02 -0.9515525331
4 12 BodyGyro.Z.1        -9.557182e-01 -0.9547698776
4 12 BodyGyroJerk.X      -9.410235e-02 -0.9773299273
4 12 BodyGyroJerk.Y      -3.874775e-02 -0.9793478308
4 12 BodyGyroJerk.Z      -5.156341e-02 -0.9771389539
4 12 BodyGyroJerkMag     -9.803923e-01 -0.9782605359
4 12 BodyGyroMag         -9.419072e-01 -0.9467692416
4 12 GravityAcc.X         9.262290e-01 -0.9852036424
4 12 GravityAcc.Y         8.305090e-02 -0.9636419792
4 12 GravityAcc.Z         8.856407e-02 -0.9562086296
4 12 GravityAccMag       -9.521766e-01 -0.9475171002
4 13 BodyAcc.X            2.743285e-01 -0.9895462753
4 13 BodyAcc.X.1         -9.901355e-01 -0.9894105827
4 13 BodyAcc.Y           -5.877329e-03 -0.9389677416
4 13 BodyAcc.Y.1         -9.596739e-01 -0.9336665025
4 13 BodyAcc.Z           -9.724651e-02 -0.9386412155
4 13 BodyAcc.Z.1         -9.561831e-01 -0.9341890073
4 13 BodyAccJerk.X        7.528659e-02 -0.9928272641
4 13 BodyAccJerk.X.1     -9.926782e-01 -0.9936821700
4 13 BodyAccJerk.Y       -1.123441e-03 -0.9842675578
4 13 BodyAccJerk.Y.1     -9.839141e-01 -0.9859081204
4 13 BodyAccJerk.Z       -2.323972e-02 -0.9876120902
4 13 BodyAccJerk.Z.1     -9.852612e-01 -0.9886121002
4 13 BodyAccJerkMag      -9.894978e-01 -0.9888130982
4 13 BodyAccMag          -9.576906e-01 -0.9379357386
4 13 BodyAccMag.1        -9.569016e-01 -0.9385299310
4 13 BodyBodyAccJerkMag  -9.883485e-01 -0.9883323035
4 13 BodyBodyGyroJerkMag -9.917237e-01 -0.9912194459
4 13 BodyBodyGyroMag     -9.732583e-01 -0.9642680976
4 13 BodyGyro.X          -3.551249e-02 -0.9858442633
4 13 BodyGyro.X.1        -9.832182e-01 -0.9867146941
4 13 BodyGyro.Y          -9.026874e-02 -0.9796684561
4 13 BodyGyro.Y.1        -9.824561e-01 -0.9782707088
4 13 BodyGyro.Z           8.234320e-02 -0.9668964143
4 13 BodyGyro.Z.1        -9.683844e-01 -0.9694517547
4 13 BodyGyroJerk.X      -9.591985e-02 -0.9913710169
4 13 BodyGyroJerk.Y      -4.103669e-02 -0.9917733502
4 13 BodyGyroJerk.Z      -4.661216e-02 -0.9898613820
4 13 BodyGyroJerkMag     -9.926043e-01 -0.9914149349
4 13 BodyGyroMag         -9.511426e-01 -0.9639405914
4 13 GravityAcc.X         9.255765e-01 -0.9813791127
4 13 GravityAcc.Y         1.017698e-01 -0.9513530647
4 13 GravityAcc.Z         7.577739e-02 -0.9309795569
4 13 GravityAccMag       -9.576906e-01 -0.9379357386
4 14 BodyAcc.X            2.799906e-01 -0.9763022481
4 14 BodyAcc.X.1         -9.764566e-01 -0.9763030569
4 14 BodyAcc.Y           -8.705655e-03 -0.9149357039
4 14 BodyAcc.Y.1         -9.326448e-01 -0.9115912082
4 14 BodyAcc.Z           -1.004015e-01 -0.9227748357
4 14 BodyAcc.Z.1         -9.441261e-01 -0.9176781553
4 14 BodyAccJerk.X        7.418788e-02 -0.9808906552
4 14 BodyAccJerk.X.1     -9.815666e-01 -0.9819208311
4 14 BodyAccJerk.Y       -4.361860e-03 -0.9678283563
4 14 BodyAccJerk.Y.1     -9.689518e-01 -0.9689436743
4 14 BodyAccJerk.Z       -1.057445e-02 -0.9761333835
4 14 BodyAccJerk.Z.1     -9.727520e-01 -0.9781800209
4 14 BodyAccJerkMag      -9.765210e-01 -0.9733433889
4 14 BodyAccMag          -9.441979e-01 -0.9254958296
4 14 BodyAccMag.1        -9.405899e-01 -0.9291939372
4 14 BodyBodyAccJerkMag  -9.729853e-01 -0.9729594094
4 14 BodyBodyGyroJerkMag -9.873242e-01 -0.9870651778
4 14 BodyBodyGyroMag     -9.633205e-01 -0.9465179637
4 14 BodyGyro.X          -4.404033e-02 -0.9808299815
4 14 BodyGyro.X.1        -9.785771e-01 -0.9815730872
4 14 BodyGyro.Y          -7.134783e-02 -0.9620481917
4 14 BodyGyro.Y.1        -9.698067e-01 -0.9582274031
4 14 BodyGyro.Z           9.285236e-02 -0.9529043835
4 14 BodyGyro.Z.1        -9.570209e-01 -0.9560288080
4 14 BodyGyroJerk.X      -9.216146e-02 -0.9902842402
